time,open,high,low,close,volume
2021-05-13 06:55:00,581.11,581.26,581.0,581.24,2532
2021-05-13 06:50:00,581.2,581.2,581.0,581.0,2752
2021-05-13 06:45:00,581.45,581.45,580.55,580.55,1184
2021-05-13 06:40:00,581.2,581.45,581.2,581.45,1217
2021-05-13 06:35:00,581.2,581.3,581.2,581.3,748
2021-05-13 06:30:00,580.25,580.25,580.25,580.25,1014
2021-05-13 06:20:00,581.0,581.08,580.59,581.08,1527
2021-05-13 06:15:00,579.3,581.52,578.75,581.52,10107
2021-05-13 06:10:00,580.42,580.42,580.01,580.11,1995
2021-05-13 06:05:00,582.25,582.25,579.99,580.0,4960
2021-05-13 06:00:00,584.6,584.94,581.15,581.15,3551
2021-05-13 05:55:00,584.1,585.0,584.1,584.95,3997
2021-05-13 05:50:00,584.0,584.0,584.0,584.0,1873
2021-05-13 05:45:00,584.0,584.0,584.0,584.0,971
2021-05-13 05:40:00,582.23,583.5,582.0,583.5,2867
2021-05-13 05:35:00,583.42,585.9,583.16,584.23,5686
2021-05-13 05:30:00,582.49,583.11,582.39,582.39,6570
2021-05-13 05:25:00,579.3,581.88,579.3,581.5,3958
2021-05-13 05:20:00,578.0,578.75,578.0,578.75,2766
2021-05-13 05:15:00,579.27,579.5,579.0,579.0,3157
2021-05-13 05:10:00,580.8,580.86,578.44,579.95,7905
2021-05-13 05:05:00,575.87,580.25,575.87,580.25,6356
2021-05-13 05:00:00,574.02,576.5,574.02,576.0,6133
2021-05-13 04:55:00,574.01,574.05,573.75,574.02,6136
2021-05-13 04:50:00,574.15,574.49,573.75,574.0,7484
2021-05-13 04:45:00,573.0,574.0,572.94,574.0,5702
2021-05-13 04:40:00,573.94,574.42,573.03,573.81,8959
2021-05-13 04:35:00,572.8,574.74,571.6,573.99,10977
2021-05-13 04:30:00,575.01,575.11,572.25,573.0,7065
2021-05-13 04:25:00,575.0,576.46,575.0,576.0,4760
2021-05-13 04:20:00,573.0,576.0,573.0,575.0,9227
2021-05-13 04:15:00,573.53,574.0,571.96,572.39,14500
2021-05-13 04:10:00,576.94,578.01,573.61,573.61,13272
2021-05-13 04:05:00,581.0,581.0,577.16,577.26,19079
2021-05-12 20:00:00,582.53,582.85,582.3,582.5,17535
2021-05-12 19:55:00,583.4,583.6,582.2,583.0,15740
2021-05-12 19:50:00,584.04,584.04,583.2,583.21,11225
2021-05-12 19:45:00,583.99,584.51,583.99,584.49,10429
2021-05-12 19:40:00,584.01,584.01,583.5,584.0,6328
2021-05-12 19:35:00,584.6,584.6,583.5001,584.4,5860
2021-05-12 19:30:00,584.78,584.9,584.49,584.5,4314
2021-05-12 19:25:00,584.63,585.0,584.5001,584.85,4045
2021-05-12 19:20:00,584.5,584.5,584.5,584.5,2614
2021-05-12 19:15:00,585.2,585.6,584.7,584.7,5683
2021-05-12 19:10:00,584.0,585.0,584.0,585.0,7770
2021-05-12 19:05:00,583.3,583.85,583.2,583.85,6613
2021-05-12 19:00:00,583.5,583.5,583.2,583.4999,5198
2021-05-12 18:55:00,582.85,584.0,582.85,583.27,9120
2021-05-12 18:50:00,582.5,583.5,582.1,583.0,8744
2021-05-12 18:45:00,581.68,582.0,580.0,581.5001,48672
2021-05-12 18:40:00,583.53,583.6,581.82,581.98,22454
2021-05-12 18:35:00,585.0,585.0,583.5,583.5,8754
2021-05-12 18:30:00,585.27,585.3,585.1,585.1,1821
2021-05-12 18:25:00,585.72,585.72,585.0,585.12,8572
2021-05-12 18:20:00,585.1,585.17,583.9,585.1,33451
2021-05-12 18:15:00,586.62,586.62,585.0,585.13,13743
2021-05-12 18:10:00,587.21,587.48,587.0,587.0,2894
2021-05-12 18:05:00,587.0,588.49,586.93,587.5,12460
2021-05-12 18:00:00,587.0,587.0,586.6,586.7,3295
2021-05-12 17:55:00,586.5,587.49,586.5,586.99,3482
2021-05-12 17:50:00,587.21,587.21,586.5,586.52,3911
2021-05-12 17:45:00,587.6,587.7,587.0,587.0,3173
2021-05-12 17:40:00,587.5,588.0,587.24,588.0,7423
2021-05-12 17:35:00,587.49,587.7,587.1,587.5,4276
2021-05-12 17:30:00,586.62,589.89,586.6,587.4,58012
2021-05-12 17:25:00,586.99,587.1,586.7,586.93,7623
2021-05-12 17:20:00,586.68,586.68,586.48,586.6,4984
2021-05-12 17:15:00,586.3,587.22,586.3,587.0,10969
2021-05-12 17:10:00,585.95,586.66,585.9,586.66,6399
2021-05-12 17:05:00,585.25,589.89,585.0,585.95,25652
2021-05-12 17:00:00,586.4,586.71,585.7,585.7,7063
2021-05-12 16:55:00,586.0,587.0,585.53,586.72,10454
2021-05-12 16:50:00,585.21,586.69,585.0,586.4999,19393
2021-05-12 16:45:00,586.5,586.64,585.0,585.48,31915
2021-05-12 16:40:00,584.89,586.75,584.25,586.69,22430
2021-05-12 16:35:00,584.86,589.89,584.51,584.53,65200
2021-05-12 16:30:00,585.9,585.9,583.0,584.95,86228
2021-05-12 16:25:00,588.62,588.62,586.0,586.0,34321
2021-05-12 16:20:00,589.72,589.89,588.5,589.0,14935
2021-05-12 16:15:00,588.95,589.7,588.02,589.7,22379
2021-05-12 16:10:00,589.3,589.9,588.05,588.77,28402
2021-05-12 16:05:00,589.89,591.0,589.5,589.5,90685
2021-05-12 16:00:00,587.16,590.4868,586.765,589.8,884073
2021-05-12 15:55:00,591.67,591.67,586.809,587.168,963239
2021-05-12 15:50:00,591.5,594.11,591.14,591.8799,479298
2021-05-12 15:45:00,592.9,593.2936,590.61,591.7277,502117
2021-05-12 15:40:00,593.82,594.09,592.5,592.91,338078
2021-05-12 15:35:00,593.0,594.4,591.65,593.9023,421073
2021-05-12 15:30:00,591.205,594.8,591.1226,593.0,476413
2021-05-12 15:25:00,591.68,593.76,591.0,591.28,457280
2021-05-12 15:20:00,593.27,594.4,591.5,591.6803,504706
2021-05-12 15:15:00,595.845,595.845,592.822,593.1871,367112
2021-05-12 15:10:00,596.0465,596.3056,594.3335,595.835,443998
2021-05-12 15:05:00,597.8,598.75,595.26,595.97,469280
2021-05-12 15:00:00,601.98,602.1377,597.7117,597.7117,320894
2021-05-12 14:55:00,601.375,602.74,601.02,601.89,278615
2021-05-12 14:50:00,599.3025,601.84,598.75,601.31,212790
2021-05-12 14:45:00,599.99,600.74,599.23,599.37,218581
2021-05-12 14:40:00,600.89,601.7999,599.3101,599.9614,300844
2021-05-12 14:35:00,600.25,601.5,598.86,600.99,255246
2021-05-12 14:30:00,599.1225,600.8223,598.25,600.37,247796
2021-05-12 14:25:00,599.44,600.36,598.51,598.81,219708
2021-05-12 14:20:00,599.52,599.9407,597.76,599.284,245831
2021-05-12 14:15:00,600.85,600.91,598.8,599.52,271665
2021-05-12 14:10:00,601.37,602.19,600.8,600.985,169058
2021-05-12 14:05:00,602.2,603.1436,600.95,601.5,200016
2021-05-12 14:00:00,603.175,604.39,601.88,602.3102,193578
2021-05-12 13:55:00,601.99,603.5,600.88,603.07,176301
2021-05-12 13:50:00,603.69,603.9999,601.2517,602.0,176599
2021-05-12 13:45:00,603.8,604.15,602.1001,603.6899,159884
2021-05-12 13:40:00,601.95,604.736,601.7,603.9,241793
2021-05-12 13:35:00,601.3709,602.99,601.03,601.77,179530
2021-05-12 13:30:00,602.68,603.49,601.1,601.7941,182409
2021-05-12 13:25:00,602.77,603.3454,602.22,602.571,135701
2021-05-12 13:20:00,604.79,605.09,602.5803,602.7,217326
2021-05-12 13:15:00,605.03,606.39,604.18,604.84,222726
2021-05-12 13:10:00,606.1528,606.84,603.95,605.0,415335
2021-05-12 13:05:00,602.73,606.48,602.2893,606.1401,392215
2021-05-12 13:00:00,602.8373,603.49,601.27,602.91,227981
2021-05-12 12:55:00,601.5,604.2,601.15,603.069,354756
2021-05-12 12:50:00,599.935,602.05,598.5533,601.3111,286653
2021-05-12 12:45:00,599.24,601.31,597.3201,600.32,319633
2021-05-12 12:40:00,599.7,600.89,597.9,599.06,305597
2021-05-12 12:35:00,596.79,599.97,595.76,599.8154,328854
2021-05-12 12:30:00,596.85,598.6,596.15,596.87,288213
2021-05-12 12:25:00,595.525,598.0,594.7,597.0444,354259
2021-05-12 12:20:00,594.46,595.62,592.06,595.461,655756
2021-05-12 12:15:00,598.23,598.32,594.3548,594.555,514879
2021-05-12 12:10:00,598.42,600.3,597.37,598.42,355847
2021-05-12 12:05:00,597.33,599.9999,596.81,598.54,436290
2021-05-12 12:00:00,597.3,598.469,596.1,597.668,399805
2021-05-12 11:55:00,602.03,602.03,597.0,597.32,521082
2021-05-12 11:50:00,602.24,602.95,600.87,602.2722,257727
2021-05-12 11:45:00,601.3,602.8,600.655,602.1501,324676
2021-05-12 11:40:00,600.8,602.3499,599.21,601.18,437271
2021-05-12 11:35:00,602.45,602.725,600.82,600.96,356238
2021-05-12 11:30:00,605.1717,605.7991,602.11,602.635,295056
2021-05-12 11:25:00,607.88,608.0799,605.11,605.34,202046
2021-05-12 11:20:00,607.34,608.23,606.12,607.95,293291
2021-05-12 11:15:00,605.745,607.62,605.24,607.42,348415
2021-05-12 11:10:00,604.35,606.11,602.2201,605.7,378739
2021-05-12 11:05:00,601.737,604.35,600.82,604.35,402357
2021-05-12 11:00:00,600.35,601.74,599.0,601.73,744848
2021-05-12 10:55:00,603.4,604.84,600.3,600.5425,387454
2021-05-12 10:50:00,602.01,604.79,601.87,603.51,403230
2021-05-12 10:45:00,604.69,605.79,601.24,602.31,456599
2021-05-12 10:40:00,603.32,605.75,602.45,604.73,558778
2021-05-12 10:35:00,604.54,605.36,602.2739,603.21,540404
2021-05-12 10:30:00,606.4,607.8599,604.52,604.7542,380190
2021-05-12 10:25:00,607.57,609.78,605.8,606.5,402257
2021-05-12 10:20:00,608.54,609.21,606.33,607.7195,433564
2021-05-12 10:15:00,613.9399,613.9399,608.22,608.582,430717
2021-05-12 10:10:00,612.503,615.2999,611.5,613.52,399904
2021-05-12 10:05:00,615.36,615.6,611.25,612.26,623683
2021-05-12 10:00:00,615.23,620.41,614.08,615.5,804931
2021-05-12 09:55:00,616.9342,618.02,613.28,615.08,826471
2021-05-12 09:50:00,608.885,618.86,608.21,616.88,1006051
2021-05-12 09:45:00,609.21,609.88,606.27,609.18,736971
2021-05-12 09:40:00,609.65,614.39,607.51,609.36,819280
2021-05-12 09:35:00,602.49,612.42,601.8,609.585,1093926
2021-05-12 09:30:00,603.3,603.3,602.0,602.49,23294
2021-05-12 09:25:00,603.02,604.95,602.0,603.52,30613
2021-05-12 09:20:00,603.2,604.3399,602.0,603.5,33546
2021-05-12 09:15:00,604.3,605.32,602.1,603.0,27463
2021-05-12 09:10:00,603.95,605.5,603.95,604.6,37585
2021-05-12 09:05:00,602.0,604.62,601.5,604.34,49356
2021-05-12 09:00:00,603.5,603.5,599.0,602.77,75295
2021-05-12 08:55:00,604.62,606.0,602.0,603.2,43234
2021-05-12 08:50:00,607.4,607.89,604.33,604.56,31585
2021-05-12 08:45:00,603.6797,608.0,602.62,607.06,52732
2021-05-12 08:40:00,603.67,605.5,602.6,602.7,60860
2021-05-12 08:35:00,611.5,611.9,601.55,603.01,124825
2021-05-12 08:30:00,612.9,612.9,611.5,612.0,8150
2021-05-12 08:25:00,613.44,613.53,612.89,613.11,4741
2021-05-12 08:20:00,613.8,614.85,612.9,613.0,19953
2021-05-12 08:15:00,613.12,613.8,613.0,613.8,2680
2021-05-12 08:10:00,612.98,613.08,612.8,613.0,2281
2021-05-12 08:05:00,613.87,614.49,611.02,613.2,14967
2021-05-12 07:55:00,613.6,613.7,613.6,613.7,1142
2021-05-12 07:50:00,613.75,614.2,613.75,613.75,2578
2021-05-12 07:45:00,612.55,613.4,612.0,613.4,5880
2021-05-12 07:40:00,613.11,613.11,612.5,612.99,3302
2021-05-12 07:35:00,613.75,614.45,613.5,613.5,4971
2021-05-12 07:25:00,613.89,613.89,613.89,613.89,905
2021-05-12 07:20:00,613.5,613.7,612.0,612.35,6650
2021-05-12 07:15:00,612.59,612.99,612.49,612.99,3966
2021-05-12 07:10:00,613.75,614.45,611.5,612.9,9754
2021-05-12 07:05:00,612.5,614.49,612.5,613.68,5686
2021-05-12 07:00:00,612.5,612.71,612.5,612.71,788
2021-05-12 06:55:00,613.11,613.12,612.0,612.99,2590
2021-05-12 06:50:00,615.0,615.0,615.0,615.0,607
2021-05-12 06:45:00,617.0,617.2,616.66,616.66,2183
2021-05-12 06:35:00,616.0,616.7,616.0,616.7,2980
2021-05-12 06:30:00,615.5,615.5,615.14,615.5,1906
2021-05-12 06:25:00,616.0,616.0,616.0,616.0,1893
2021-05-12 06:20:00,614.94,615.0,614.94,615.0,965
2021-05-12 06:15:00,614.15,614.15,613.7,613.7,1646
2021-05-12 06:05:00,613.4,613.4,613.4,613.4,208
2021-05-12 06:00:00,613.6,613.6,613.4,613.4,473
2021-05-12 05:50:00,612.99,612.99,612.99,612.99,599
2021-05-12 05:35:00,614.17,614.17,614.17,614.17,584
2021-05-12 05:30:00,616.31,616.31,615.09,615.09,1283
2021-05-12 05:25:00,615.95,616.0,615.8,616.0,681
2021-05-12 05:20:00,616.54,616.54,616.01,616.01,947
2021-05-12 05:15:00,613.0,616.5,613.0,616.0,1781
2021-05-12 05:10:00,612.99,612.99,612.99,612.99,414
2021-05-12 04:50:00,610.33,610.4,610.33,610.4,1262
2021-05-12 04:45:00,611.7,611.88,611.0,611.02,3876
2021-05-12 04:40:00,612.25,612.25,612.07,612.07,1265
2021-05-12 04:35:00,613.71,613.71,613.0,613.0,2803
2021-05-12 04:30:00,614.37,614.37,614.37,614.37,367
2021-05-12 04:25:00,613.71,614.05,613.61,614.05,549
2021-05-12 04:20:00,615.55,615.55,613.71,615.04,3557
2021-05-12 04:15:00,616.53,616.53,615.04,615.04,2219
2021-05-12 04:10:00,618.6,618.6,615.85,616.02,3997
2021-05-12 04:05:00,618.3,620.0,617.0,619.5,6113
2021-05-11 20:00:00,615.6,615.75,614.5,615.75,15537
2021-05-11 19:55:00,615.75,616.0,615.67,615.67,4769
2021-05-11 19:50:00,616.15,616.15,615.5,615.5,4582
2021-05-11 19:45:00,616.31,616.7,616.3,616.3,2788
2021-05-11 19:40:00,616.7,616.7,616.7,616.7,320
2021-05-11 19:35:00,616.5,616.5,616.5,616.5,309
2021-05-11 19:30:00,615.75,616.0,615.7,616.0,4832
2021-05-11 19:25:00,615.79,615.79,615.5001,615.79,1163
2021-05-11 19:20:00,616.0,616.0,616.0,616.0,486
2021-05-11 19:15:00,615.65,615.65,615.62,615.62,477
2021-05-11 19:10:00,616.07,616.07,615.5,615.66,3999
2021-05-11 19:05:00,616.7,616.7,616.0,616.4,4310
2021-05-11 19:00:00,616.49,617.08,616.49,617.08,6152
2021-05-11 18:50:00,616.12,616.5,616.12,616.5,1468
2021-05-11 18:45:00,616.39,616.4,616.39,616.4,2135
2021-05-11 18:40:00,616.39,616.39,616.07,616.07,729
2021-05-11 18:35:00,615.97,616.5,615.97,616.48,897
2021-05-11 18:30:00,615.99,616.0,615.7,615.7,1153
2021-05-11 18:25:00,615.5,615.99,615.5,615.99,1738
2021-05-11 18:20:00,616.0,616.0,615.97,615.98,1830
2021-05-11 18:15:00,615.54,615.54,615.54,615.54,276
2021-05-11 18:10:00,615.97,615.97,615.55,615.55,523
2021-05-11 18:05:00,615.4,615.75,615.4,615.5,1801
2021-05-11 18:00:00,615.85,615.85,615.4,615.4,1277
2021-05-11 17:55:00,616.06,616.06,615.5,615.5,4805
2021-05-11 17:50:00,616.0,616.49,616.0,616.49,1554
2021-05-11 17:45:00,615.75,615.75,615.75,615.75,341
2021-05-11 17:40:00,616.4,616.49,616.4,616.47,1236
2021-05-11 17:35:00,615.83,616.0,615.71,616.0,2306
2021-05-11 17:30:00,616.0,616.0,616.0,616.0,552
2021-05-11 17:25:00,616.3,616.3,615.8,615.8,1833
2021-05-11 17:20:00,616.25,616.25,616.05,616.25,1634
2021-05-11 17:15:00,615.84,616.25,615.6,615.98,3224
2021-05-11 17:10:00,615.11,615.11,615.04,615.04,1177
2021-05-11 17:05:00,615.0,615.84,615.0,615.7,7826
2021-05-11 17:00:00,614.5,614.83,614.21,614.83,4096
2021-05-11 16:55:00,615.0,615.11,615.0,615.0,2083
2021-05-11 16:50:00,614.21,617.2,614.0,615.0,30714
2021-05-11 16:45:00,614.35,614.41,614.35,614.41,1385
2021-05-11 16:40:00,613.55,614.47,613.55,613.98,5875
2021-05-11 16:35:00,613.82,614.02,613.36,613.65,11603
2021-05-11 16:30:00,614.16,614.55,613.15,613.9,13282
2021-05-11 16:25:00,614.7,617.2,614.4,614.4,13215
2021-05-11 16:20:00,615.5,615.5,613.1,614.5,23048
2021-05-11 16:15:00,615.6,616.4,615.3,615.3,9044
2021-05-11 16:10:00,617.02,617.2399,615.5,615.6,19691
2021-05-11 16:05:00,617.2,617.61,616.9,617.3,104892
2021-05-11 16:00:00,619.355,619.448,616.78,617.04,607087
2021-05-11 15:55:00,621.25,621.25,618.4,619.4168,394661
2021-05-11 15:50:00,621.11,622.81,620.38,621.18,375503
2021-05-11 15:45:00,620.39,622.0,620.16,621.215,263845
2021-05-11 15:40:00,620.97,622.0501,619.97,620.41,335650
2021-05-11 15:35:00,624.51,625.0569,620.72,620.73,493516
2021-05-11 15:30:00,623.322,627.0999,623.2901,624.4,673328
2021-05-11 15:25:00,623.0996,624.2,622.0,623.6499,426678
2021-05-11 15:20:00,617.11,623.16,616.88,623.0,469971
2021-05-11 15:15:00,616.02,617.66,616.02,617.155,218231
2021-05-11 15:10:00,618.7615,619.49,615.8904,616.1383,233563
2021-05-11 15:05:00,618.6,620.0,618.0,618.7467,194766
